order_id,user_id,restaurant_id,order_date,total_amount,restaurant_name,users.user_id,users.name,users.city,users.membership,restaurants (3).restaurant_id,restaurants (3). restaurant_name,restaurants (3). cuisine,restaurants (3). rating,RatingRange
9051,1274,156,22-Mar-23,501.93,Sri Tiffins North Indian,1274,User_1274,Chennai,Gold,156, Restaurant_156, Italian,3.8,3.6-4.0
9074,1955,176,10-Nov-23,921.49,Classic Delights North Indian,1955,User_1955,Chennai,Gold,176, Restaurant_176, Italian,4,3.6-4.0
9256,1190,420,06-Oct-23,852.35,Ruchi Tiffins Chinese,1190,User_1190,Chennai,Gold,420, Restaurant_420, Italian,4,3.6-4.0
9306,2017,176,14-Aug-23,980.64,Classic Delights North Indian,2017,User_2017,Chennai,Gold,176, Restaurant_176, Italian,4,3.6-4.0
9676,7,490,13-Jun-23,1251.21,Swagath Curry House Punjabi,7,User_7,Chennai,Gold,490, Restaurant_490, Italian,3.7,3.6-4.0
9693,1509,229,03-Nov-23,717.55,Ruchi Mess Family Restaurant,1509,User_1509,Chennai,Gold,229, Restaurant_229, Italian,3.8,3.6-4.0
9746,1285,490,26-Nov-23,718.78,Swagath Curry House Punjabi,1285,User_1285,Chennai,Gold,490, Restaurant_490, Italian,3.7,3.6-4.0
9857,1799,296,03-Sep-23,405.94,Grand Restaurant Multicuisine,1799,User_1799,Chennai,Gold,296, Restaurant_296, Italian,3.8,3.6-4.0
9934,2877,410,21-Nov-23,281.83,Darbar Mess Pure Veg,2877,User_2877,Chennai,Gold,410, Restaurant_410, Italian,3.6,3.6-4.0
645,1493,97,08-Apr-23,107.7,Annapurna Delights Andhra,1493,User_1493,Chennai,Regular,97, Restaurant_97, Mexican,3.7,3.6-4.0
2357,94,412,27-Mar-23,604.51,Darbar Cafe Pure Veg,94,User_94,Chennai,Regular,412, Restaurant_412, Mexican,4,3.6-4.0
50,1673,118,26-Sep-23,298.54,Amma Mess Pure Veg,1673,User_1673,Chennai,Regular,118, Restaurant_118, Mexican,3.8,3.6-4.0
68,850,292,19-Apr-23,165.97,Amma Cafe North Indian,850,User_850,Chennai,Regular,292, Restaurant_292, Mexican,4,3.6-4.0
1290,850,232,19-Jun-23,705.65,New Dhaba Family Restaurant,850,User_850,Chennai,Regular,232, Restaurant_232, Mexican,4,3.6-4.0
2896,1284,440,04-Jul-23,892.11,Annapurna Kitchen North Indian,1284,User_1284,Chennai,Regular,440, Restaurant_440, Mexican,3.8,3.6-4.0
2491,177,41,29-Oct-23,1469.4,Classic Delights Pure Veg,177,User_177,Chennai,Regular,41, Restaurant_41, Mexican,3.7,3.6-4.0
2323,2286,171,13-Aug-23,862.34,Ruchi Mess Non-Veg,2286,User_2286,Chennai,Regular,171, Restaurant_171, Mexican,3.6,3.6-4.0
1400,265,87,30-Sep-23,981.27,Hotel Curry House Non-Veg,265,User_265,Chennai,Regular,87, Restaurant_87, Mexican,3.8,3.6-4.0
2281,284,377,20-Jul-23,644.38,Amma Kitchen Pure Veg,284,User_284,Chennai,Regular,377, Restaurant_377, Mexican,4,3.6-4.0
2448,448,161,17-Sep-23,943.86,Annapurna Biryani South Indian,448,User_448,Chennai,Regular,161, Restaurant_161, Mexican,3.8,3.6-4.0
1853,1165,395,14-Jun-23,367.58,Royal Restaurant Punjabi,1165,User_1165,Chennai,Regular,395, Restaurant_395, Mexican,4,3.6-4.0
1073,920,87,03-Sep-23,1064.24,Hotel Curry House Non-Veg,920,User_920,Chennai,Regular,87, Restaurant_87, Mexican,3.8,3.6-4.0
1131,1448,440,02-Aug-23,1134.17,Annapurna Kitchen North Indian,1448,User_1448,Chennai,Regular,440, Restaurant_440, Mexican,3.8,3.6-4.0
1344,1587,387,11-Jun-23,204.38,New Tiffins Andhra,1587,User_1587,Chennai,Regular,387, Restaurant_387, Mexican,3.8,3.6-4.0
1492,2761,24,09-May-23,1359.05,Udupi Biryani South Indian,2761,User_2761,Chennai,Regular,24, Restaurant_24, Mexican,3.7,3.6-4.0
2299,1775,246,17-Aug-23,918.83,Ruchi Tiffins Pure Veg,1775,User_1775,Chennai,Regular,246, Restaurant_246, Mexican,3.9,3.6-4.0
1821,1865,259,31-May-23,1180.79,Amma Curry House Family Restaurant,1865,User_1865,Chennai,Regular,259, Restaurant_259, Mexican,3.7,3.6-4.0
2029,2654,374,09-Jan-23,1423.18,Annapurna Curry House Multicuisine,2654,User_2654,Chennai,Regular,374, Restaurant_374, Mexican,3.6,3.6-4.0
3068,359,292,20-Sep-23,284.24,Amma Cafe North Indian,359,User_359,Chennai,Regular,292, Restaurant_292, Mexican,4,3.6-4.0
3174,2970,87,11-Oct-23,134.83,Hotel Curry House Non-Veg,2970,User_2970,Chennai,Regular,87, Restaurant_87, Mexican,3.8,3.6-4.0
3685,2525,48,15-Jan-23,1358,Royal Tiffins North Indian,2525,User_2525,Chennai,Regular,48, Restaurant_48, Mexican,3.8,3.6-4.0
3706,2968,307,07-Mar-23,1096.95,Annapurna Curry House North Indian,2968,User_2968,Chennai,Regular,307, Restaurant_307, Mexican,3.8,3.6-4.0
3801,1895,48,12-Jan-23,739.77,Royal Tiffins North Indian,1895,User_1895,Chennai,Regular,48, Restaurant_48, Mexican,3.8,3.6-4.0
3936,54,232,23-Oct-23,222.24,New Dhaba Family Restaurant,54,User_54,Chennai,Regular,232, Restaurant_232, Mexican,4,3.6-4.0
4228,1681,259,05-Sep-23,571.87,Amma Curry House Family Restaurant,1681,User_1681,Chennai,Regular,259, Restaurant_259, Mexican,3.7,3.6-4.0
4345,464,440,28-Jul-23,1388,Annapurna Kitchen North Indian,464,User_464,Chennai,Regular,440, Restaurant_440, Mexican,3.8,3.6-4.0
4397,1990,97,23-Jan-23,1073.49,Annapurna Delights Andhra,1990,User_1990,Chennai,Regular,97, Restaurant_97, Mexican,3.7,3.6-4.0
4512,73,270,03-Aug-23,295.07,Taste of Biryani North Indian,73,User_73,Chennai,Regular,270, Restaurant_270, Mexican,3.8,3.6-4.0
4536,1528,118,12-Jul-23,1376.87,Amma Mess Pure Veg,1528,User_1528,Chennai,Regular,118, Restaurant_118, Mexican,3.8,3.6-4.0
4663,184,232,27-Apr-23,928.68,New Dhaba Family Restaurant,184,User_184,Chennai,Regular,232, Restaurant_232, Mexican,4,3.6-4.0
4817,219,377,06-Dec-23,366.2,Amma Kitchen Pure Veg,219,User_219,Chennai,Regular,377, Restaurant_377, Mexican,4,3.6-4.0
4825,1775,118,09-Nov-23,718.08,Amma Mess Pure Veg,1775,User_1775,Chennai,Regular,118, Restaurant_118, Mexican,3.8,3.6-4.0
4959,2931,440,04-Apr-23,1098.37,Annapurna Kitchen North Indian,2931,User_2931,Chennai,Regular,440, Restaurant_440, Mexican,3.8,3.6-4.0
5324,2547,118,16-Nov-23,399.98,Amma Mess Pure Veg,2547,User_2547,Chennai,Regular,118, Restaurant_118, Mexican,3.8,3.6-4.0
5331,2110,412,04-Feb-23,129.32,Darbar Cafe Pure Veg,2110,User_2110,Chennai,Regular,412, Restaurant_412, Mexican,4,3.6-4.0
5481,49,387,28-May-23,153.43,New Tiffins Andhra,49,User_49,Chennai,Regular,387, Restaurant_387, Mexican,3.8,3.6-4.0
5502,2883,374,05-May-23,1262.83,Annapurna Curry House Multicuisine,2883,User_2883,Chennai,Regular,374, Restaurant_374, Mexican,3.6,3.6-4.0
5786,354,377,15-Sep-23,172.73,Amma Kitchen Pure Veg,354,User_354,Chennai,Regular,377, Restaurant_377, Mexican,4,3.6-4.0
5799,2038,270,17-Jan-23,479.64,Taste of Biryani North Indian,2038,User_2038,Chennai,Regular,270, Restaurant_270, Mexican,3.8,3.6-4.0
6360,2408,292,08-Nov-23,680.45,Amma Cafe North Indian,2408,User_2408,Chennai,Regular,292, Restaurant_292, Mexican,4,3.6-4.0
6442,331,232,19-Jul-23,1406.64,New Dhaba Family Restaurant,331,User_331,Chennai,Regular,232, Restaurant_232, Mexican,4,3.6-4.0
6640,1958,149,16-Oct-23,727.59,Amma Restaurant South Indian,1958,User_1958,Chennai,Regular,149, Restaurant_149, Mexican,3.6,3.6-4.0
6726,950,171,22-Nov-23,435.14,Ruchi Mess Non-Veg,950,User_950,Chennai,Regular,171, Restaurant_171, Mexican,3.6,3.6-4.0
6739,2417,440,19-Aug-23,1489.83,Annapurna Kitchen North Indian,2417,User_2417,Chennai,Regular,440, Restaurant_440, Mexican,3.8,3.6-4.0
6792,346,41,13-May-23,1001.62,Classic Delights Pure Veg,346,User_346,Chennai,Regular,41, Restaurant_41, Mexican,3.7,3.6-4.0
6942,1046,259,28-Jul-23,770.8,Amma Curry House Family Restaurant,1046,User_1046,Chennai,Regular,259, Restaurant_259, Mexican,3.7,3.6-4.0
7097,2379,395,10-Apr-23,217.59,Royal Restaurant Punjabi,2379,User_2379,Chennai,Regular,395, Restaurant_395, Mexican,4,3.6-4.0
7117,1077,149,27-Nov-23,492.39,Amma Restaurant South Indian,1077,User_1077,Chennai,Regular,149, Restaurant_149, Mexican,3.6,3.6-4.0
7217,2348,97,18-Mar-23,743.96,Annapurna Delights Andhra,2348,User_2348,Chennai,Regular,97, Restaurant_97, Mexican,3.7,3.6-4.0
7244,1535,307,13-Dec-23,1262.61,Annapurna Curry House North Indian,1535,User_1535,Chennai,Regular,307, Restaurant_307, Mexican,3.8,3.6-4.0
7453,1361,412,28-Sep-23,1170.9,Darbar Cafe Pure Veg,1361,User_1361,Chennai,Regular,412, Restaurant_412, Mexican,4,3.6-4.0
7794,2482,412,08-Nov-23,696.65,Darbar Cafe Pure Veg,2482,User_2482,Chennai,Regular,412, Restaurant_412, Mexican,4,3.6-4.0
7843,2525,395,06-Mar-23,409.32,Royal Restaurant Punjabi,2525,User_2525,Chennai,Regular,395, Restaurant_395, Mexican,4,3.6-4.0
8360,2482,440,27-May-23,1006.31,Annapurna Kitchen North Indian,2482,User_2482,Chennai,Regular,440, Restaurant_440, Mexican,3.8,3.6-4.0
8845,120,440,20-Aug-23,133.69,Annapurna Kitchen North Indian,120,User_120,Chennai,Regular,440, Restaurant_440, Mexican,3.8,3.6-4.0
8858,1040,161,12-Nov-23,689.77,Annapurna Biryani South Indian,1040,User_1040,Chennai,Regular,161, Restaurant_161, Mexican,3.8,3.6-4.0
9084,861,24,24-Dec-23,753.11,Udupi Biryani South Indian,861,User_861,Chennai,Regular,24, Restaurant_24, Mexican,3.7,3.6-4.0
9130,236,161,30-Apr-23,341.86,Annapurna Biryani South Indian,236,User_236,Chennai,Regular,161, Restaurant_161, Mexican,3.8,3.6-4.0
9377,2218,171,17-Oct-23,1406.52,Ruchi Mess Non-Veg,2218,User_2218,Chennai,Regular,171, Restaurant_171, Mexican,3.6,3.6-4.0
9499,1681,48,21-Jul-23,1494.34,Royal Tiffins North Indian,1681,User_1681,Chennai,Regular,48, Restaurant_48, Mexican,3.8,3.6-4.0
9667,758,60,13-Jun-23,1097.93,Grand Restaurant North Indian,758,User_758,Chennai,Regular,60, Restaurant_60, Mexican,3.6,3.6-4.0
9708,2293,307,03-May-23,936.26,Annapurna Curry House North Indian,2293,User_2293,Chennai,Regular,307, Restaurant_307, Mexican,3.8,3.6-4.0
9767,2499,60,30-Apr-23,1285.85,Grand Restaurant North Indian,2499,User_2499,Chennai,Regular,60, Restaurant_60, Mexican,3.6,3.6-4.0
9801,133,387,30-Jan-23,440.87,New Tiffins Andhra,133,User_133,Chennai,Regular,387, Restaurant_387, Mexican,3.8,3.6-4.0
3,2084,107,15-Jul-23,163.93,Spice Kitchen Punjabi,2084,User_2084,Chennai,Gold,107, Restaurant_107, Mexican,4,3.6-4.0
2165,44,259,17-Apr-23,846.97,Amma Curry House Family Restaurant,44,User_44,Chennai,Gold,259, Restaurant_259, Mexican,3.7,3.6-4.0
1556,2915,41,23-Sep-23,517.31,Classic Delights Pure Veg,2915,User_2915,Chennai,Gold,41, Restaurant_41, Mexican,3.7,3.6-4.0
266,2519,60,26-May-23,523.34,Grand Restaurant North Indian,2519,User_2519,Chennai,Gold,60, Restaurant_60, Mexican,3.6,3.6-4.0
2942,827,270,25-Aug-23,761.45,Taste of Biryani North Indian,827,User_827,Chennai,Gold,270, Restaurant_270, Mexican,3.8,3.6-4.0
143,1729,259,22-Nov-23,158.75,Amma Curry House Family Restaurant,1729,User_1729,Chennai,Gold,259, Restaurant_259, Mexican,3.7,3.6-4.0
2971,335,149,09-Aug-23,148.62,Amma Restaurant South Indian,335,User_335,Chennai,Gold,149, Restaurant_149, Mexican,3.6,3.6-4.0
1792,2116,387,13-Oct-23,1484.94,New Tiffins Andhra,2116,User_2116,Chennai,Gold,387, Restaurant_387, Mexican,3.8,3.6-4.0
2739,1418,107,14-Aug-23,340.68,Spice Kitchen Punjabi,1418,User_1418,Chennai,Gold,107, Restaurant_107, Mexican,4,3.6-4.0
589,2618,118,25-Aug-23,1227.78,Amma Mess Pure Veg,2618,User_2618,Chennai,Gold,118, Restaurant_118, Mexican,3.8,3.6-4.0
581,2982,97,13-May-23,688.89,Annapurna Delights Andhra,2982,User_2982,Chennai,Gold,97, Restaurant_97, Mexican,3.7,3.6-4.0
2549,717,387,24-Feb-23,1407.07,New Tiffins Andhra,717,User_717,Chennai,Gold,387, Restaurant_387, Mexican,3.8,3.6-4.0
1138,1005,101,02-Aug-23,1226.09,Sai Kitchen South Indian,1005,User_1005,Chennai,Gold,101, Restaurant_101, Mexican,3.9,3.6-4.0
1634,1217,87,06-Sep-23,951.19,Hotel Curry House Non-Veg,1217,User_1217,Chennai,Gold,87, Restaurant_87, Mexican,3.8,3.6-4.0
1537,2777,377,20-Oct-23,976.11,Amma Kitchen Pure Veg,2777,User_2777,Chennai,Gold,377, Restaurant_377, Mexican,4,3.6-4.0
2325,1463,270,10-May-23,271.29,Taste of Biryani North Indian,1463,User_1463,Chennai,Gold,270, Restaurant_270, Mexican,3.8,3.6-4.0
1487,1558,387,20-Mar-23,442.55,New Tiffins Andhra,1558,User_1558,Chennai,Gold,387, Restaurant_387, Mexican,3.8,3.6-4.0
1661,1590,118,06-Sep-23,183.53,Amma Mess Pure Veg,1590,User_1590,Chennai,Gold,118, Restaurant_118, Mexican,3.8,3.6-4.0
1772,1793,87,10-Oct-23,1077.24,Hotel Curry House Non-Veg,1793,User_1793,Chennai,Gold,87, Restaurant_87, Mexican,3.8,3.6-4.0
2041,1928,97,17-Jun-23,1294.16,Annapurna Delights Andhra,1928,User_1928,Chennai,Gold,97, Restaurant_97, Mexican,3.7,3.6-4.0
2825,2213,87,24-Feb-23,241.3,Hotel Curry House Non-Veg,2213,User_2213,Chennai,Gold,87, Restaurant_87, Mexican,3.8,3.6-4.0
2981,2485,242,30-Jan-23,1134.32,Classic Dhaba Punjabi,2485,User_2485,Chennai,Gold,242, Restaurant_242, Mexican,4,3.6-4.0
3089,201,395,11-Apr-23,161.92,Royal Restaurant Punjabi,201,User_201,Chennai,Gold,395, Restaurant_395, Mexican,4,3.6-4.0
3127,1649,171,12-Nov-23,1056.86,Ruchi Mess Non-Veg,1649,User_1649,Chennai,Gold,171, Restaurant_171, Mexican,3.6,3.6-4.0
3241,375,387,03-Jan-23,251.78,New Tiffins Andhra,375,User_375,Chennai,Gold,387, Restaurant_387, Mexican,3.8,3.6-4.0
3250,2889,440,10-Mar-23,1241.88,Annapurna Kitchen North Indian,2889,User_2889,Chennai,Gold,440, Restaurant_440, Mexican,3.8,3.6-4.0
3340,1985,440,22-Dec-23,253.67,Annapurna Kitchen North Indian,1985,User_1985,Chennai,Gold,440, Restaurant_440, Mexican,3.8,3.6-4.0
3411,1694,232,25-Jun-23,449.07,New Dhaba Family Restaurant,1694,User_1694,Chennai,Gold,232, Restaurant_232, Mexican,4,3.6-4.0
3438,2369,149,14-Oct-23,1368.25,Amma Restaurant South Indian,2369,User_2369,Chennai,Gold,149, Restaurant_149, Mexican,3.6,3.6-4.0
3609,315,48,14-Jan-23,1084.45,Royal Tiffins North Indian,315,User_315,Chennai,Gold,48, Restaurant_48, Mexican,3.8,3.6-4.0
3674,48,412,28-Apr-23,651.55,Darbar Cafe Pure Veg,48,User_48,Chennai,Gold,412, Restaurant_412, Mexican,4,3.6-4.0
3831,2030,387,18-Aug-23,1289.25,New Tiffins Andhra,2030,User_2030,Chennai,Gold,387, Restaurant_387, Mexican,3.8,3.6-4.0
3890,2618,149,30-Nov-23,891,Amma Restaurant South Indian,2618,User_2618,Chennai,Gold,149, Restaurant_149, Mexican,3.6,3.6-4.0
3988,2061,60,28-Nov-23,1116.58,Grand Restaurant North Indian,2061,User_2061,Chennai,Gold,60, Restaurant_60, Mexican,3.6,3.6-4.0
4071,1683,60,04-Dec-23,100.31,Grand Restaurant North Indian,1683,User_1683,Chennai,Gold,60, Restaurant_60, Mexican,3.6,3.6-4.0
4295,2946,387,25-Feb-23,875.06,New Tiffins Andhra,2946,User_2946,Chennai,Gold,387, Restaurant_387, Mexican,3.8,3.6-4.0
4350,1109,107,24-Nov-23,644.71,Spice Kitchen Punjabi,1109,User_1109,Chennai,Gold,107, Restaurant_107, Mexican,4,3.6-4.0
4375,13,395,13-Jul-23,682.58,Royal Restaurant Punjabi,13,User_13,Chennai,Gold,395, Restaurant_395, Mexican,4,3.6-4.0
4778,2813,118,15-Jun-23,1489.68,Amma Mess Pure Veg,2813,User_2813,Chennai,Gold,118, Restaurant_118, Mexican,3.8,3.6-4.0
4871,44,87,27-Feb-23,1481.45,Hotel Curry House Non-Veg,44,User_44,Chennai,Gold,87, Restaurant_87, Mexican,3.8,3.6-4.0
5034,997,242,02-Mar-23,568.78,Classic Dhaba Punjabi,997,User_997,Chennai,Gold,242, Restaurant_242, Mexican,4,3.6-4.0
5180,721,171,03-Nov-23,237.2,Ruchi Mess Non-Veg,721,User_721,Chennai,Gold,171, Restaurant_171, Mexican,3.6,3.6-4.0
5592,2501,270,17-Sep-23,742.97,Taste of Biryani North Indian,2501,User_2501,Chennai,Gold,270, Restaurant_270, Mexican,3.8,3.6-4.0
5680,1964,24,09-May-23,1129.73,Udupi Biryani South Indian,1964,User_1964,Chennai,Gold,24, Restaurant_24, Mexican,3.7,3.6-4.0
5770,379,270,05-Dec-23,1455.6,Taste of Biryani North Indian,379,User_379,Chennai,Gold,270, Restaurant_270, Mexican,3.8,3.6-4.0
5924,2877,440,25-Feb-23,450.19,Annapurna Kitchen North Indian,2877,User_2877,Chennai,Gold,440, Restaurant_440, Mexican,3.8,3.6-4.0
6059,486,307,15-Oct-23,487.43,Annapurna Curry House North Indian,486,User_486,Chennai,Gold,307, Restaurant_307, Mexican,3.8,3.6-4.0
7213,815,270,02-Mar-23,352.26,Taste of Biryani North Indian,815,User_815,Chennai,Gold,270, Restaurant_270, Mexican,3.8,3.6-4.0
7300,1303,97,24-May-23,1116.64,Annapurna Delights Andhra,1303,User_1303,Chennai,Gold,97, Restaurant_97, Mexican,3.7,3.6-4.0
7742,1429,440,22-Jun-23,566.93,Annapurna Kitchen North Indian,1429,User_1429,Chennai,Gold,440, Restaurant_440, Mexican,3.8,3.6-4.0
7779,2129,87,17-Apr-23,448.99,Hotel Curry House Non-Veg,2129,User_2129,Chennai,Gold,87, Restaurant_87, Mexican,3.8,3.6-4.0
8158,1960,387,27-Oct-23,1255.39,New Tiffins Andhra,1960,User_1960,Chennai,Gold,387, Restaurant_387, Mexican,3.8,3.6-4.0
8273,352,118,24-Mar-23,592.82,Amma Mess Pure Veg,352,User_352,Chennai,Gold,118, Restaurant_118, Mexican,3.8,3.6-4.0
8294,1960,149,11-May-23,977.73,Amma Restaurant South Indian,1960,User_1960,Chennai,Gold,149, Restaurant_149, Mexican,3.6,3.6-4.0
8344,1982,259,23-May-23,806.2,Amma Curry House Family Restaurant,1982,User_1982,Chennai,Gold,259, Restaurant_259, Mexican,3.7,3.6-4.0
8454,577,97,07-May-23,555.87,Annapurna Delights Andhra,577,User_577,Chennai,Gold,97, Restaurant_97, Mexican,3.7,3.6-4.0
8503,1246,232,11-Aug-23,353.84,New Dhaba Family Restaurant,1246,User_1246,Chennai,Gold,232, Restaurant_232, Mexican,4,3.6-4.0
8532,90,24,14-Jan-23,628.38,Udupi Biryani South Indian,90,User_90,Chennai,Gold,24, Restaurant_24, Mexican,3.7,3.6-4.0
8585,1694,24,26-Jul-23,1385.96,Udupi Biryani South Indian,1694,User_1694,Chennai,Gold,24, Restaurant_24, Mexican,3.7,3.6-4.0
8773,362,60,26-Sep-23,1319.32,Grand Restaurant North Indian,362,User_362,Chennai,Gold,60, Restaurant_60, Mexican,3.6,3.6-4.0
8856,2888,171,03-Jan-23,665.68,Ruchi Mess Non-Veg,2888,User_2888,Chennai,Gold,171, Restaurant_171, Mexican,3.6,3.6-4.0
8955,1687,101,26-Jan-23,567.35,Sai Kitchen South Indian,1687,User_1687,Chennai,Gold,101, Restaurant_101, Mexican,3.9,3.6-4.0
8999,335,307,08-Oct-23,590.92,Annapurna Curry House North Indian,335,User_335,Chennai,Gold,307, Restaurant_307, Mexican,3.8,3.6-4.0
9009,1360,149,05-Dec-23,1386.09,Amma Restaurant South Indian,1360,User_1360,Chennai,Gold,149, Restaurant_149, Mexican,3.6,3.6-4.0
9322,113,270,03-Aug-23,1166.16,Taste of Biryani North Indian,113,User_113,Chennai,Gold,270, Restaurant_270, Mexican,3.8,3.6-4.0
9366,1919,41,18-Oct-23,356.1,Classic Delights Pure Veg,1919,User_1919,Chennai,Gold,41, Restaurant_41, Mexican,3.7,3.6-4.0
9695,2842,307,30-Aug-23,414.74,Annapurna Curry House North Indian,2842,User_2842,Chennai,Gold,307, Restaurant_307, Mexican,3.8,3.6-4.0
1544,2,252,03-Aug-23,529.9,New Eatery South Indian,2,User_2,Pune,Gold,252, Restaurant_252, Indian,3.7,3.6-4.0
783,68,273,30-Apr-23,740.33,Swagath Delights Andhra,68,User_68,Pune,Gold,273, Restaurant_273, Indian,3.9,3.6-4.0
2750,122,14,11-Aug-23,901.78,Taste of Tiffins North Indian,122,User_122,Pune,Gold,14, Restaurant_14, Indian,3.8,3.6-4.0
1402,1571,168,07-Feb-23,592.08,Ruchi Foods Family Restaurant,1571,User_1571,Pune,Gold,168, Restaurant_168, Indian,3.7,3.6-4.0
487,230,268,02-Nov-23,535.12,Annapurna Biryani Multicuisine,230,User_230,Pune,Gold,268, Restaurant_268, Indian,3.8,3.6-4.0
107,1118,388,05-Mar-23,1037.09,Spice Cafe South Indian,1118,User_1118,Pune,Gold,388, Restaurant_388, Indian,3.9,3.6-4.0
177,2271,117,15-May-23,1088.98,Darbar Eatery North Indian,2271,User_2271,Pune,Gold,117, Restaurant_117, Indian,3.9,3.6-4.0
600,2271,132,07-Apr-23,1317.96,Spice Tiffins Chinese,2271,User_2271,Pune,Gold,132, Restaurant_132, Indian,3.7,3.6-4.0
2159,398,71,16-Jul-23,128.12,New Dhaba Non-Veg,398,User_398,Pune,Gold,71, Restaurant_71, Indian,3.7,3.6-4.0
2181,411,14,23-Jul-23,949.94,Taste of Tiffins North Indian,411,User_411,Pune,Gold,14, Restaurant_14, Indian,3.8,3.6-4.0
361,1424,403,23-Sep-23,1174.93,Sai Delights Pure Veg,1424,User_1424,Pune,Gold,403, Restaurant_403, Indian,3.6,3.6-4.0
551,1756,71,14-Jun-23,623.03,New Dhaba Non-Veg,1756,User_1756,Pune,Gold,71, Restaurant_71, Indian,3.7,3.6-4.0
903,553,135,01-Jul-23,1400.31,Amma Eatery Non-Veg,553,User_553,Pune,Gold,135, Restaurant_135, Indian,3.7,3.6-4.0
583,2667,373,18-Dec-23,529.79,Sai Delights Chinese,2667,User_2667,Pune,Gold,373, Restaurant_373, Indian,3.6,3.6-4.0
2216,2158,117,31-Mar-23,929.37,Darbar Eatery North Indian,2158,User_2158,Pune,Gold,117, Restaurant_117, Indian,3.9,3.6-4.0
1388,685,14,26-Aug-23,1431.6,Taste of Tiffins North Indian,685,User_685,Pune,Gold,14, Restaurant_14, Indian,3.8,3.6-4.0
833,1516,14,19-Feb-23,1352.35,Taste of Tiffins North Indian,1516,User_1516,Pune,Gold,14, Restaurant_14, Indian,3.8,3.6-4.0
874,1420,240,14-Jul-23,484.88,New Mess Andhra,1420,User_1420,Pune,Gold,240, Restaurant_240, Indian,3.8,3.6-4.0
2741,1091,318,27-Nov-23,941.84,Hotel Tiffins Pure Veg,1091,User_1091,Pune,Gold,318, Restaurant_318, Indian,3.7,3.6-4.0
1501,2340,117,25-Feb-23,423.17,Darbar Eatery North Indian,2340,User_2340,Pune,Gold,117, Restaurant_117, Indian,3.9,3.6-4.0
1372,1368,177,27-Nov-23,477.35,Udupi Restaurant South Indian,1368,User_1368,Pune,Gold,177, Restaurant_177, Indian,3.9,3.6-4.0
2720,1508,334,15-Oct-23,314.77,Darbar Tiffins Family Restaurant,1508,User_1508,Pune,Gold,334, Restaurant_334, Indian,4,3.6-4.0
1409,2174,479,08-Oct-23,716.24,Grand Mess Andhra,2174,User_2174,Pune,Gold,479, Restaurant_479, Indian,3.8,3.6-4.0
2858,2830,318,30-Jul-23,202.75,Hotel Tiffins Pure Veg,2830,User_2830,Pune,Gold,318, Restaurant_318, Indian,3.7,3.6-4.0
2847,1480,98,16-Dec-23,705.96,Ruchi Dhaba Non-Veg,1480,User_1480,Pune,Gold,98, Restaurant_98, Indian,4,3.6-4.0
1600,2845,135,30-Jan-23,1222.86,Amma Eatery Non-Veg,2845,User_2845,Pune,Gold,135, Restaurant_135, Indian,3.7,3.6-4.0
1930,2325,213,15-Apr-23,643.55,Amma Dhaba Punjabi,2325,User_2325,Pune,Gold,213, Restaurant_213, Indian,3.7,3.6-4.0
3462,2879,273,20-Oct-23,1047.33,Swagath Delights Andhra,2879,User_2879,Pune,Gold,273, Restaurant_273, Indian,3.9,3.6-4.0
3478,2928,268,23-Jul-23,580.83,Annapurna Biryani Multicuisine,2928,User_2928,Pune,Gold,268, Restaurant_268, Indian,3.8,3.6-4.0
3496,1476,334,30-Oct-23,232.04,Darbar Tiffins Family Restaurant,1476,User_1476,Pune,Gold,334, Restaurant_334, Indian,4,3.6-4.0
3557,2597,354,21-Oct-23,220.45,Darbar Kitchen Chinese,2597,User_2597,Pune,Gold,354, Restaurant_354, Indian,3.8,3.6-4.0
3637,874,427,16-Dec-23,1000.88,Spice Kitchen Pure Veg,874,User_874,Pune,Gold,427, Restaurant_427, Indian,3.6,3.6-4.0
3647,576,117,11-Dec-23,225.57,Darbar Eatery North Indian,576,User_576,Pune,Gold,117, Restaurant_117, Indian,3.9,3.6-4.0
3896,2623,132,02-Nov-23,1325.31,Spice Tiffins Chinese,2623,User_2623,Pune,Gold,132, Restaurant_132, Indian,3.7,3.6-4.0
3939,2517,240,22-Apr-23,1305.85,New Mess Andhra,2517,User_2517,Pune,Gold,240, Restaurant_240, Indian,3.8,3.6-4.0
4256,2651,388,30-Oct-23,586.75,Spice Cafe South Indian,2651,User_2651,Pune,Gold,388, Restaurant_388, Indian,3.9,3.6-4.0
4469,2861,136,16-Sep-23,1439.53,Hotel Cafe South Indian,2861,User_2861,Pune,Gold,136, Restaurant_136, Indian,3.6,3.6-4.0
4510,1108,135,25-Dec-23,839.22,Amma Eatery Non-Veg,1108,User_1108,Pune,Gold,135, Restaurant_135, Indian,3.7,3.6-4.0
4605,153,44,11-Mar-23,1278.83,Classic Dhaba Pure Veg,153,User_153,Pune,Gold,44, Restaurant_44, Indian,3.9,3.6-4.0
4630,2483,136,04-May-23,681.93,Hotel Cafe South Indian,2483,User_2483,Pune,Gold,136, Restaurant_136, Indian,3.6,3.6-4.0
4733,2597,354,05-Dec-23,681.4,Darbar Kitchen Chinese,2597,User_2597,Pune,Gold,354, Restaurant_354, Indian,3.8,3.6-4.0
4855,1478,427,16-May-23,253.78,Spice Kitchen Pure Veg,1478,User_1478,Pune,Gold,427, Restaurant_427, Indian,3.6,3.6-4.0
